baseline,baseline_label,n,median_runtime_difference_seconds,median_runtime_improvement_pct,runtime_improvement_iqr_pct,runtime_improvement_bootstrap_95_pct,faster_pair_fraction,median_iteration_improvement_pct,iteration_improvement_bootstrap_95_pct,median_tre_difference_px,max_absolute_tre_difference_px
manual_external,"Validation-selected fixed
(0.1, 1.0)",134,2.0323276901617646,34.364546747825266,22.18263177033505,"[30.734009501542253, 35.687650197285556]",0.917910447761194,39.56310679611651,"[38.095238095238095, 40.802839836985086]",-1.3985526988502528e-05,0.0003901438713946881
fixed_1_18,"Fixed oADMM
(1.0, 1.8)",134,18.514822187833488,79.87510673372398,8.060122232375605,"[78.57383209556887, 81.15013227816635]",1.0,83.8150996393626,"[83.33802664451423, 84.27731274956977]",-0.00012512804340047978,0.0013600778635574073
residual_balance,"Residual
balancing",134,18.254386600106955,79.10172018916928,13.383115119287211,"[75.85421552206367, 80.0839195050343]",1.0,82.91126348462917,"[82.42517267843438, 83.11128145765588]",-0.0002677909056787442,0.002714460147264397
adaptive_bb_proxy,"BB adaptive
proxy",134,4.744584881700575,51.667269586388414,32.38049400090681,"[46.24468051999506, 55.81025331018935]",0.9402985074626866,59.82540993275923,"[58.716300231283, 61.72161172161172]",2.6197111718362365e-05,0.0002638632374498684
