pair_index,fixed,moving,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
6,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-proSPC-4-les3,adaptive_bb_proxy,2.0533098205924034,0.9590657502412796,3.012375570833683,9.251758456230164e-06,287,0,7,10,0.013702010187239766,0.0,16.92100306558365,12.528841194593369,13.661211008743464,30.189741719151165,0.03460636159807162,0.25956864696299753
6,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-proSPC-4-les3,predict_per_level,2.0533098205924034,0.5390596352517605,2.592369455844164,0.058945175260305405,119,0,7,10,0.013698838694981397,0.0,16.92100306558365,12.528844864867462,13.661213244186836,30.189742488536083,0.03460637173586733,0.2595684300565837
6,29-041-Izd2-w35-Cc10-5-les3,29-041-Izd2-w35-proSPC-4-les3,predict_pair_full,2.0533098205924034,0.5443250369280577,2.597634857520461,0.021416829898953438,140,0,7,10,0.01369806994697706,0.0,16.92100306558365,12.528860682859815,13.661223692296954,30.18974130518006,0.0346064154273113,0.2595674952424778
7,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-Ki67-7-les3,fixed_1_1,2.0258816312998533,3.7756147515028715,5.801496382802725,9.601935744285583e-06,1233,0,8,10,0.031934199615082426,0.0,11.607179650620981,9.191174071484156,10.188794333320768,21.93227171630149,0.025387271535204748,0.2081475131650582
7,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-Ki67-7-les3,fixed_1_18,2.0258816312998533,2.312107916921377,4.3379895482212305,9.931623935699463e-06,731,0,8,10,0.03190860155894171,0.0,11.607179650620981,9.191100752771831,10.188645560567382,21.932237206198252,0.025387069018959933,0.2081538298340967
7,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-Ki67-7-les3,manual_external,2.0258816312998533,0.7382287047803402,2.7641103360801935,9.644776582717896e-06,196,0,8,10,0.03189559140026271,0.0,11.607179650620981,9.191045693574146,10.188535259834206,21.9322146055664,0.025386916937975366,0.20815857338070687
7,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-Ki67-7-les3,residual_balance,2.0258816312998533,2.325566539540887,4.35144817084074,9.480863809585571e-06,734,0,8,10,0.03193210195119206,0.0,11.607179650620981,9.191166696526107,10.18878182201471,21.93227111192528,0.025387251164568626,0.20814814854404518
7,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-Ki67-7-les3,adaptive_bb_proxy,2.0258816312998533,1.0509199928492308,3.076801624149084,9.376555681228638e-06,294,0,8,10,0.031890970473276936,0.0,11.607179650620981,9.191005322280017,10.188474674344805,21.93220442846136,0.025386805426975974,0.208162051511945
7,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-Ki67-7-les3,predict_per_level,2.0258816312998533,0.5919154118746519,2.6177970431745052,0.06044098548591137,128,0,8,10,0.03188422603132479,0.0,11.607179650620981,9.191017804683572,10.188484121220991,21.932210338645813,0.025386839905070503,0.20816097610827844
7,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-Ki67-7-les3,predict_pair_full,2.0258816312998533,0.5820154324173927,2.607897063717246,0.021697068586945534,140,0,8,10,0.03188479276944567,0.0,11.607179650620981,9.19102241309163,10.188491548453635,21.93221155473184,0.025386852634119675,0.2081605790774581
8,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-proSPC-4-les3,fixed_1_1,2.08213484659791,3.4817065000534058,5.563841346651316,9.715557098388672e-06,1212,0,7,10,0.045068004377590565,0.0,15.339291583350814,13.81154392960631,13.352108603059545,25.446498353022385,0.03814936082531452,0.09959701498879603
8,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-proSPC-4-les3,fixed_1_18,2.08213484659791,2.12937843054533,4.21151327714324,1.0093674063682556e-05,716,0,7,10,0.04506710257445967,0.0,15.339291583350814,13.811461316605033,13.351943808959726,25.44628072249534,0.03814913263698086,0.09960240070043913
8,29-041-Izd2-w35-He-les3,29-041-Izd2-w35-proSPC-4-les3,manual_external,2.08213484659791,0.6909501496702433,2.773084996268153,9.538605809211731e-06,196,0,7,10,0.04506567858346888,0.0,15.339291583350814,13.811398100140334,13.351825443238383,25.44613556782038,0.03814895802451652,0.09960652191192765
