pair_index,pair,fixed,moving,group,landmarks,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
51,P38,P38_1,P38_2,P,10,manual_external,0.0021909698843955,1.960921123623848,1.963112093508244,3.379210829734802e-05,521,0,24,24,0.0504018199148931,0.0,45.03640251030471,45.439950933926085,44.91465985787985,47.156380878076654,0.2510226362668994,-0.0089604942030623
51,P38,P38_1,P38_2,P,10,predict_pair_full,0.0021909698843955,1.226635916158557,1.2288268860429523,0.0307346619665622,331,0,24,24,0.0504062596332979,0.0,45.03640251030471,45.43993886274004,44.91466059709485,47.1563893075633,0.2510225695823876,-0.0089602261713062
52,P39,P39_1,P39_2,P,10,manual_external,0.0024403240531682,0.9296440575271844,0.9320843815803528,2.3147091269493103e-05,358,0,18,19,0.0517001486367399,0.0,19.48665157552296,19.02845772836387,18.95920349826145,20.01368609288112,0.1051183710566223,0.0235132159768072
52,P39,P39_1,P39_2,P,10,predict_pair_full,0.0024403240531682,0.6263137608766556,0.6287540849298239,0.0300612114369869,190,0,18,19,0.0517593793920696,0.0,19.48665157552296,19.02831995053264,18.959079144157933,20.01360174140601,0.1051176099344445,0.0235202863465263
53,P40,P40_1,P40_2,P,10,manual_external,0.0021933000534772,2.0751226786524057,2.077315978705883,2.996437251567841e-05,495,0,23,23,0.0505670804078637,0.0,15.177475500040218,15.557147423760547,15.564892673934583,17.154610309146182,0.085941909681718,-0.0250154858572031
53,P40,P40_1,P40_2,P,10,predict_pair_full,0.0021933000534772,1.420622842386365,1.4228161424398422,0.0461212880909442,291,0,23,23,0.0505708905012418,0.0,15.177475500040218,15.557118668230853,15.56486358320536,17.15454278106159,0.0859417508283583,-0.0250135912384508
54,P41,P41_1,P41_2,P,10,manual_external,0.0022765602916479,1.6840914525091648,1.6863680128008127,3.4203752875328064e-05,486,0,24,24,0.0639679834742113,0.0,34.395839021484946,34.14008247779904,33.91543322667204,35.21852288721704,0.1885990924243729,0.0074356826570546
54,P41,P41_1,P41_2,P,10,predict_pair_full,0.0022765602916479,1.1215948555618525,1.1238714158535004,0.0303784999996423,285,0,24,24,0.0639685919471891,0.0,34.395839021484946,34.14008800530381,33.915438021031534,35.21852739422985,0.1885991229598112,0.0074355219543381
55,P42,P42_1,P42_2,P,10,manual_external,0.0022019036114215,1.542984552681446,1.5451864562928677,3.248639404773712e-05,470,0,23,24,0.0501929258124988,0.0,34.70387418177012,34.20630276585585,34.131754512232845,35.28849233821632,0.1889649112895064,0.0143376331215673
55,P42,P42_1,P42_2,P,10,predict_pair_full,0.0022019036114215,1.0482728891074655,1.050474792718887,0.0299818720668554,280,0,23,24,0.0501992715929865,0.0,34.70387418177012,34.206247107058736,34.131704997458215,35.28844625626194,0.1889646038151871,0.014339236942421
56,P43,P43_1,P43_2,P,10,manual_external,0.0022446382790803,1.9214645363390448,1.923709174618125,3.1715258955955505e-05,498,0,22,23,0.05335743522926,0.0,34.27710778274546,33.387373164580815,33.51965930564286,35.75689244445284,0.1844409216459441,0.0259571088612529
56,P43,P43_1,P43_2,P,10,predict_pair_full,0.0022446382790803,1.530999630689621,1.5332442689687014,0.0410661585628986,323,0,22,23,0.0533563077443924,0.0,34.27710778274546,33.3873554803309,33.519649758442355,35.75686842483571,0.1844408239533423,0.025957624781383
57,P44,P44_1,P44_2,P,10,manual_external,0.0022034458816051,1.3948569241911173,1.3970603700727224,3.113597631454468e-05,418,0,21,21,0.0501293129393752,0.0,34.23971912364761,33.441661021542416,33.64076876574499,35.109431885637065,0.1847408225193319,0.0233079628727151
57,P44,P44_1,P44_2,P,10,predict_pair_full,0.0022034458816051,1.0768816992640495,1.079085145145655,0.030233958736062,246,0,21,21,0.0501398527507754,0.0,34.23971912364761,33.4415981509574,33.64069735550271,35.10936729425714,0.1847404752051366,0.0233097990614056
58,P45,P45_1,P45_2,P,10,manual_external,0.0022415556013584,1.508759006857872,1.5110005624592304,3.781355917453766e-05,467,0,24,24,0.1471008310194793,0.0,22.26854632641048,21.577731749007924,21.35199685885932,22.18105651827517,0.1192012534558419,0.0310219880219221
58,P45,P45_1,P45_2,P,10,predict_pair_full,0.0022415556013584,0.9999865032732488,1.002228058874607,0.0301559399813413,280,0,24,24,0.1471060118321851,0.0,22.26854632641048,21.577711900464344,21.35197837547083,22.18104719337005,0.1192011438070937,0.0310228793483378
59,P46,P46_1,P46_2,P,10,manual_external,0.0021930206567049,1.5878693424165249,1.5900623630732298,3.291480243206024e-05,466,0,24,24,0.050768696486815,0.0,22.56464230194358,21.62108120988596,21.244527235521247,22.40154200434253,0.1194407276569953,0.0418159117894507
59,P46,P46_1,P46_2,P,10,predict_pair_full,0.0021930206567049,1.0399627964943647,1.0421558171510696,0.0369546227157115,279,0,24,24,0.0507766548890729,0.0,22.56464230194358,21.621054017452963,21.244442502928614,22.40149812515714,0.1194405774386065,0.0418171168798141
60,P47,P47_1,P47_2,P,10,manual_external,0.0022524148225784,1.7424995601177216,1.7447519749403,3.878585994243622e-05,501,0,24,24,0.0528693466111183,0.0,21.883250710188943,21.859936683485152,21.31614867793364,23.47958141953044,0.1207602301968821,0.001065382242042
60,P47,P47_1,P47_2,P,10,predict_pair_full,0.0022524148225784,1.187792943790555,1.1900453586131334,0.0300359725952148,337,0,24,24,0.0528453405072301,0.0,21.883250710188943,21.8598950037114,21.31610669009332,23.47953554936029,0.1207599999464863,0.0010672868847438
61,P48,P48_1,P48_2,P,10,manual_external,0.0021919030696153,1.3123497124761343,1.3145416155457497,2.92118638753891e-05,436,0,22,22,0.0501851757298077,0.0,22.02329386932275,21.72493999896154,21.03996861024041,22.24461619085555,0.1200144718291919,0.0135471956253458
61,P48,P48_1,P48_2,P,10,predict_pair_full,0.0021919030696153,0.8916769176721573,0.8938688207417727,0.0301280803978443,255,0,22,22,0.0501895929872029,0.0,22.02329386932275,21.72490800969248,21.0399025242648,22.2445939742559,0.1200142951117772,0.0135486481450848
62,P49,P49_1,P49_2,P,10,manual_external,0.002228120341897,1.1872413512319326,1.1894694715738297,2.507679164409637e-05,395,0,18,19,0.0500881667163409,0.0,29.02132957181608,28.74733641465324,28.829431999781526,30.9198894243358,0.1588080978113459,0.009441095952748
62,P49,P49_1,P49_2,P,10,predict_pair_full,0.002228120341897,0.6821917872875929,0.6844199076294899,0.0300579015165567,251,0,18,19,0.0500905609498839,0.0,29.02132957181608,28.747340939758946,28.82943277732004,30.91988957564692,0.1588081228092594,0.0094409400293021
63,S01,S01_1,S01_2,S,10,manual_external,0.0022303462028503,1.4310299400240185,1.4332602862268686,3.620050847530365e-05,445,0,24,24,0.4777241237082914,0.0,7.27407256713505,7.214319270893039,6.691655269014468,8.203947413699288,0.0398538599851035,0.0082145587209253
63,S01,S01_1,S01_2,S,10,predict_pair_full,0.0022303462028503,0.9271153509616852,0.9293456971645356,0.0299111530184745,264,0,24,24,0.4777365667823763,0.0,7.27407256713505,7.214249014248214,6.691603444333799,8.20394622056506,0.0398534718683068,0.0082242172229786
64,S02,S02_1,S02_2,S,10,manual_external,0.0022037234157323,1.568027412518859,1.5702311359345913,3.398023545742035e-05,453,0,24,24,0.6905517961250902,0.0,3.3572415258470105,3.1370990007160047,3.103756636971477,4.482604896009332,0.0173301873176549,0.0655724419697209
64,S02,S02_1,S02_2,S,10,predict_pair_full,0.0022037234157323,0.9326303265988828,0.9348340500146152,0.0298616420477628,264,0,24,24,0.6905569708784094,0.0,3.3572415258470105,3.1370345173040466,3.103727864007971,4.482583390800645,0.0173298310937653,0.0655916492300451
65,S03,S03_1,S03_2,S,10,manual_external,0.0022260583937168,1.3628954645246267,1.3651215229183435,3.5818666219711304e-05,425,0,24,24,0.5093351072808672,0.0,10.56306221418108,10.725699472847468,10.253991225199444,12.97930283864274,0.0592516783610892,-0.0153967907570427
65,S03,S03_1,S03_2,S,10,predict_pair_full,0.0022260583937168,0.9705317318439484,0.9727577902376652,0.02994891628623,256,0,24,24,0.50933627495709,0.0,10.56306221418108,10.725632248391038,10.253939036578195,12.979328161476898,0.0592513069949251,-0.0153904266502085
66,S04,S04_1,S04_2,S,10,manual_external,0.0023882742971181,1.5971452128142118,1.59953348711133,3.742054104804993e-05,433,0,24,24,0.4880082826218186,0.0,0.9080050966574784,0.6858752443523369,0.6883923416390145,1.0591349699685413,0.0037889612213243,0.2446350280671273
66,S04,S04_1,S04_2,S,10,predict_pair_full,0.0023882742971181,1.0706616025418043,1.0730498768389225,0.0298222079873085,302,0,24,24,0.4880156930564048,0.0,0.9080050966574784,0.6858481738401169,0.6883779279423836,1.059113433914478,0.003788811676459,0.2446648412392336
67,S05,S05_1,S05_2,S,10,manual_external,0.0028776042163372,1.1636301837861538,1.166507788002491,2.4845823645591736e-05,370,0,16,17,0.0511583773502428,0.0,0.5803894282110198,1.2206718933754868,1.300132625922011,2.894328003104282,0.0067433232297627,-1.10319456909468
67,S05,S05_1,S05_2,S,10,predict_pair_full,0.0028776042163372,0.7816087137907743,0.7844863180071115,0.0310774743556976,229,0,16,17,0.0511572818558247,0.0,0.5803894282110198,1.2206619880713832,1.3001307784097755,2.8943302643148137,0.0067432685101713,-1.1031775024431836
68,S06,S06_1,S06_2,S,10,manual_external,0.0022172909229993,1.3126166108995676,1.314833901822567,2.663768827915192e-05,421,0,21,21,0.0502951291368738,0.0,1.4398540091568477,1.7355748601784429,1.7137095735612078,2.705031386178222,0.0095877871319458,-0.205382524297417
68,S06,S06_1,S06_2,S,10,predict_pair_full,0.0022172909229993,0.7522315625101328,0.7544488534331322,0.0337620228528976,275,0,21,21,0.050295195866102,0.0,1.4398540091568477,1.7355739972615063,1.713703449626001,2.705015526315606,0.0095877823649582,-0.2053819249887851
69,S07,S07_1,S07_2,S,10,manual_external,0.0015278868377208,0.421876510605216,0.4234043974429369,1.6430392861366272e-05,287,0,14,16,0.2750509744732154,0.0,0.6509996628621084,0.5324855987765076,0.6182437100426361,1.0514810642025252,0.0029415951388988,0.1820493478681291
69,S07,S07_1,S07_2,S,10,predict_pair_full,0.0015278868377208,0.3256915435194969,0.3272194303572178,0.0203729104250669,196,0,14,16,0.2750499848586986,0.0,0.6509996628621084,0.5325263986247093,0.6182557940622571,1.0514908490456882,0.0029418205283467,0.1819866752577897
70,S08,S08_1,S08_2,S,10,manual_external,0.0015492383390665,0.94807431101799,0.9496235493570566,2.829357981681824e-05,402,0,24,24,0.8183439579874688,0.0,0.8945990601717491,0.6695059744499948,0.6894457934127922,1.1727977136103065,0.0036985329263945,0.251613371558079
70,S08,S08_1,S08_2,S,10,predict_pair_full,0.0015492383390665,0.5768774058669806,0.5784266442060471,0.0203620623797178,232,0,24,24,0.8183425012814035,0.0,0.8945990601717491,0.6695181252047427,0.689449568976633,1.172809890790197,0.0036986000504654,0.2515997892112056
71,S09,S09_1,S09_2,S,10,manual_external,0.0014027152210474,1.0354679506272078,1.0368706658482552,2.8477981686592105e-05,455,0,24,24,0.2209181627943706,0.0,0.8832278988265212,0.8269071488839623,0.9098565021203884,1.7928308018976034,0.0045680597842772,0.0637669507703778
71,S09,S09_1,S09_2,S,10,predict_pair_full,0.0014027152210474,0.6950976438820362,0.6965003591030836,0.0194050688296556,294,0,24,24,0.2209054897237664,0.0,0.8832278988265212,0.8268890668012181,0.9098774886101052,1.7929099570652351,0.0045679598939387,0.0637874234963506
72,S10,S10_1,S10_2,S,10,manual_external,0.001486849039793,1.0074169356375933,1.0089037846773865,2.919510006904602e-05,473,0,24,24,0.407890641816873,0.0,1.1687495129716463,1.1349112643102712,1.6810858849403538,4.14524945048423,0.0062695582112405,0.0289525242892377
72,S10,S10_1,S10_2,S,10,predict_pair_full,0.001486849039793,0.5816913936287165,0.5831782426685095,0.0190255176275968,241,0,24,24,0.4079177027829825,0.0,1.1687495129716463,1.1349059028375372,1.6811373036840742,4.145380201382693,0.0062695285930083,0.0289571116474993
73,S11,S11_1,S11_2,S,10,manual_external,0.0014779660850763,0.95844435878098,0.9599223248660564,2.8287991881370544e-05,456,0,22,23,0.0505654095721712,0.0,1.173471142371783,1.480256215290914,1.7729606167401972,3.91950717943831,0.0081773375603573,-0.2614338451457827
73,S11,S11_1,S11_2,S,10,predict_pair_full,0.0014779660850763,0.5696211382746696,0.571099104359746,0.01901869289577,232,0,22,23,0.0505526858515577,0.0,1.173471142371783,1.480294274303075,1.7729917389414074,3.9196079650342575,0.0081775478086822,-0.2614662779946075
74,S12,S12_1,S12_2,S,10,manual_external,0.0015184395015239,0.9039884936064482,0.905506933107972,2.849474549293518e-05,403,0,24,24,0.7459191282122357,0.0,1.0439539339054509,0.6708713182045452,0.630029735366836,0.9699056617300436,0.0037060754562968,0.3573745963156051
74,S12,S12_1,S12_2,S,10,predict_pair_full,0.0015184395015239,0.5712948217988014,0.5728132613003254,0.0192918572574853,232,0,24,24,0.7459155151154329,0.0,1.0439539339054509,0.6708501331665815,0.6300086322278509,0.9698883489495536,0.0037059584243905,0.3573948893929868
75,S13,S13_1,S13_2,S,10,manual_external,0.0015213973820209,0.994158761575818,0.995680158957839,2.959556877613068e-05,462,0,24,24,0.5458978173088691,0.0,0.986686385414446,1.782396475327812,1.7255547298382308,3.299295897505496,0.0098464424567757,-0.8064468119496058
75,S13,S13_1,S13_2,S,10,predict_pair_full,0.0015213973820209,0.5837683994323015,0.5852897968143225,0.0191222690045833,242,0,24,24,0.5458965084930986,0.0,0.986686385414446,1.7824657324512947,1.7256259428108305,3.2994616028503145,0.0098468250519449,-0.8065170035773674
76,S14,S14_1,S14_2,S,10,manual_external,0.0015977621078491,1.0249416548758743,1.0265394169837236,3.209337592124939e-05,481,0,24,24,0.2387989888168729,0.0,1.8514297511702635,3.123112955900494,3.1644908440723043,5.483534344017781,0.0172529246056937,-0.6868654908050009
76,S14,S14_1,S14_2,S,10,predict_pair_full,0.0015977621078491,0.6368022989481688,0.6384000610560179,0.0193736087530851,264,0,24,24,0.2387845400081747,0.0,1.8514297511702635,3.1231067658281555,3.164489278035288,5.483570093245244,0.0172528904100521,-0.6868621474038619
77,S15,S15_1,S15_2,S,10,manual_external,0.001581972464919,0.514006344601512,0.515588317066431,2.0081177353858948e-05,334,0,18,18,0.0504458491204372,0.0,0.4111291744570979,0.3353495895323373,0.8480806545980191,1.9679105118122937,0.0018525622564565,0.1843206214339916
77,S15,S15_1,S15_2,S,10,predict_pair_full,0.001581972464919,0.3410145249217748,0.3425964973866939,0.0205437187105417,190,0,18,18,0.050445899167404,0.0,0.4111291744570979,0.3354482118244136,0.8481098136476446,1.9679536630052352,0.0018531070727964,0.1840807399120678
78,S16,S16_1,S16_2,S,10,manual_external,0.0015601087361574,0.9988303389400244,1.0003904476761818,2.958439290523529e-05,460,0,24,24,0.1838937233435509,0.0,0.9235572633468416,0.605086111071647,0.8703355649945825,2.1315717341167058,0.0033426600964106,0.3448309757445413
78,S16,S16_1,S16_2,S,10,predict_pair_full,0.0015601087361574,1.16872482560575,1.1702849343419075,0.0194459185004234,288,0,24,24,0.1839033120757731,0.0,0.9235572633468416,0.60508263677434,0.8703429582776276,2.1315866466821145,0.0033426409034482,0.3448347376090677
79,S17,S17_1,S17_2,S,10,manual_external,0.0023886635899543,2.2067855149507523,2.209174178540706,5.938485264778137e-05,486,0,24,24,0.0520243021163831,0.0,0.7818018079198052,1.3552092544712395,1.4095111479080509,2.752402731834588,0.0074865441700263,-0.7334434900776274
79,S17,S17_1,S17_2,S,10,predict_pair_full,0.0023886635899543,1.1328520681709051,1.1352407317608595,0.0376787856221199,256,0,24,24,0.0520186737490464,0.0,0.7818018079198052,1.3552970211016928,1.40958995990148,2.752545657957044,0.0074870290167416,-0.7335557520723734
80,S18,S18_1,S18_2,S,10,manual_external,0.0048546828329563,4.368590673431754,4.37344535626471,3.4011900424957275e-05,397,0,19,20,0.0505695053684046,0.0,0.9137091435257748,0.9920005496327476,1.1173081140487866,2.2319962919446312,0.0027400402952581,-0.0856852606331377
80,S18,S18_1,S18_2,S,10,predict_pair_full,0.0048546828329563,2.169150857254863,2.174005540087819,0.0398075114935636,202,0,19,20,0.0505667564235879,0.0,0.9137091435257748,0.9920369005318378,1.11732291944168,2.2320057867720617,0.0027401407013802,-0.0857250445177006
81,S19,S19_1,S19_2,S,10,manual_external,0.0063640531152486,6.719825318083167,6.726189371198416,4.446879029273987e-05,465,0,24,24,0.1449125998998408,0.0,0.8356852371368613,0.8269408065069263,0.7405530930505794,1.0490311131675751,0.002284122859066,0.0104637849782818
81,S19,S19_1,S19_2,S,10,predict_pair_full,0.0063640531152486,3.826136333867908,3.832500386983156,0.0690484307706356,247,0,24,24,0.1448900963718611,0.0,0.8356852371368613,0.826948744714922,0.7405338471566082,1.0490081439827097,0.002284144785475,0.0104542859376826
82,S20,S20_1,S20_2,S,10,manual_external,0.0057248845696449,5.104391768574715,5.11011665314436,3.967992961406708e-05,391,0,19,20,0.0502245772184868,0.0,0.77537213427297,0.7945478595838908,0.7607359542873462,1.366131272270256,0.002194649138629,-0.0247309962046498
82,S20,S20_1,S20_2,S,10,predict_pair_full,0.0057248845696449,2.9254952017217875,2.9312200862914324,0.057378064841032,208,0,19,20,0.0502121732402879,0.0,0.77537213427297,0.7945401639527696,0.7607290314464984,1.3661028069142704,0.0021946278822502,-0.0247210711238001
83,S21,S21_1,S21_2,S,10,manual_external,0.0075209960341453,3.104808853939176,3.112329849973321,5.511939525604248e-05,360,0,18,18,0.0502263104123662,0.0,1.716159453748436,1.446510365447224,1.664336652318496,2.8518737332273347,0.0039954581580639,0.1571235631474029
83,S21,S21_1,S21_2,S,10,predict_pair_full,0.0075209960341453,1.5357091184705496,1.543230114504695,0.020428130403161,188,0,18,18,0.0502238813932682,0.0,1.716159453748436,1.446490541456789,1.6643121543091133,2.851843989725363,0.0039954034015089,0.1571351145160078
84,S22,S22_1,S22_2,S,10,manual_external,0.0062361266463994,3.168558999896049,3.174795126542449,2.913549542427063e-05,367,0,19,19,0.0520026788141232,0.0,1.0787514100568003,1.1480464325157085,1.1565912212379414,1.6105703627132573,0.0031710602248003,-0.0642363215582682
84,S22,S22_1,S22_2,S,10,predict_pair_full,0.0062361266463994,2.396931987255812,2.403168113902211,0.032411903142929,220,0,19,19,0.0520084798756504,0.0,1.0787514100568003,1.1480727645751811,1.1565993973253403,1.6105985254746191,0.0031711329575261,-0.0642607313149805
85,S23,S23_1,S23_2,S,10,manual_external,0.0058652851730585,5.35868588835001,5.364551173523068,3.90373170375824e-05,465,0,24,24,0.0504361957988414,0.0,0.6448325192380291,0.8399431685970475,0.7869151566835138,1.155700574233757,0.002320037149712,-0.3025756976218721
85,S23,S23_1,S23_2,S,10,predict_pair_full,0.0058652851730585,3.067621042951941,3.073486328125,0.0337191503494977,232,0,24,24,0.0504420184938052,0.0,0.6448325192380291,0.8399428737144496,0.7869152983444713,1.1556690590920655,0.0023200363352062,-0.3025752403208068
86,S24,S24_1,S24_2,S,10,manual_external,0.0059477612376213,2.509102270007133,2.515050031244755,2.72504985332489e-05,353,0,18,18,0.0507950239231669,0.0,0.7476306495345029,0.7958845760535204,0.8382395111485497,1.4149505928361727,0.0021983413311297,-0.0645424669895453
86,S24,S24_1,S24_2,S,10,predict_pair_full,0.0059477612376213,1.5040493849664929,1.509997146204114,0.0324605870991945,180,0,18,18,0.0507567143770866,0.0,0.7476306495345029,0.7958929527714198,0.838238925028703,1.4149362661341465,0.0021983644687627,-0.0645536713427974
87,S25,S25_1,S25_2,S,10,manual_external,0.0059633497148752,5.011675462126732,5.017638811841607,4.061497747898102e-05,426,0,24,24,0.5872888694980931,0.0,1.0581696908464553,1.0926728608306124,1.0484645307922469,1.3430789828875966,0.0030181108965305,-0.0326064621596982
87,S25,S25_1,S25_2,S,10,predict_pair_full,0.0059633497148752,3.505245666950941,3.5112090166658163,0.0386616345494985,232,0,24,24,0.5873143495275275,0.0,1.0581696908464553,1.0926632062104424,1.0484443476927263,1.343040070301991,0.0030180842291579,-0.0325973382731858
88,S26,S26_1,S26_2,S,10,manual_external,0.0073465779423713,6.32628901861608,6.333635596558452,3.962032496929169e-05,458,0,24,24,0.2392065946255571,0.0,0.735131927303222,1.1048696566166198,0.953151523850558,1.3989035069102969,0.0030518001035971,-0.5029542529437552
88,S26,S26_1,S26_2,S,10,predict_pair_full,0.0073465779423713,4.701562773436308,4.708909351378679,0.0546009596437215,240,0,24,24,0.2391829366914017,0.0,0.735131927303222,1.104891903276601,0.9531415783006306,1.398896456734626,0.0030518615518945,-0.5029845150765164
89,S27,S27_1,S27_2,S,10,manual_external,0.0059421397745609,6.0513128992170095,6.0572550389915705,4.0765851736068726e-05,467,0,24,24,0.193830869045419,0.0,1.3510489825093508,1.3805738003839567,1.5024829976785437,2.582353994819676,0.003813332406953,-0.0218532549565646
89,S27,S27_1,S27_2,S,10,predict_pair_full,0.0059421397745609,3.963373703882098,3.969315843656659,0.0576951652765274,248,0,24,24,0.1938249790205623,0.0,1.3510489825093508,1.3805784676673016,1.5024767800447505,2.582373507307913,0.0038133452986237,-0.0218567095192083
90,S28,S28_1,S28_2,S,10,manual_external,0.0060820616781711,5.385813822969794,5.391895884647965,3.696419298648834e-05,423,0,21,22,0.0503963823488574,0.0,0.8625877134345188,1.3632514192867964,1.3605440645029552,2.1917970683174626,0.0037654856368745,-0.5804206320737304
90,S28,S28_1,S28_2,S,10,predict_pair_full,0.0060820616781711,2.626407964155078,2.632490025833249,0.0439302790910005,216,0,21,22,0.0503859947780035,0.0,0.8625877134345188,1.3632284795287557,1.3605191530670564,2.1917979798847025,0.0037654222741461,-0.5803940379573485
91,S29,S29_1,S29_2,S,10,manual_external,0.0063129682093858,5.345316728577018,5.351629696786404,3.702007234096527e-05,408,0,21,21,0.0523406991067353,0.0,1.25141751677369,1.751856536384457,1.923947258207396,3.06279442023301,0.0048388657677477,-0.3998977262996612
91,S29,S29_1,S29_2,S,10,predict_pair_full,0.0063129682093858,2.430697502568364,2.43701047077775,0.0343264620751142,210,0,21,21,0.0523300057596748,0.0,1.25141751677369,1.7518502758937,1.9239475051196844,3.062822963462777,0.0048388484754217,-0.3998927235802068
92,S30,S30_1,S30_2,S,10,manual_external,0.0061588566750288,4.0334649458527565,4.039623802527785,3.290735185146332e-05,413,0,21,21,0.0525635139944887,0.0,1.791408940031931,1.6419155675513029,1.6153807781093643,2.3954821867813365,0.0045351938748097,0.0834501654763876
92,S30,S30_1,S30_2,S,10,predict_pair_full,0.0061588566750288,2.353061145171523,2.359220001846552,0.0339289773255586,218,0,21,21,0.0525451304776031,0.0,1.791408940031931,1.641916756375898,1.6153640376549934,2.395480298531596,0.0045351971585047,0.0834495018509202
93,S31,S31_1,S31_2,S,10,manual_external,0.006219919770956,5.626949332654476,5.633169252425432,3.920309245586395e-05,442,0,23,23,0.0536364186692308,0.0,1.5744913884115042,1.6504879027277557,1.5376938976449968,2.2107487085092963,0.0045588718292389,-0.0482673419966277
93,S31,S31_1,S31_2,S,10,predict_pair_full,0.006219919770956,3.311613824218512,3.317833743989468,0.0347839519381523,238,0,23,23,0.0536305625999207,0.0,1.5744913884115042,1.650456941365217,1.5376611823306794,2.2106928741450065,0.004558786309749,-0.048247677638495
94,S32,S32_1,S32_2,S,10,manual_external,0.00608173571527,4.9151605647057295,4.921242300421,3.508292138576508e-05,424,0,21,22,0.0514679866810891,0.0,1.535771357584767,0.9776297193408816,1.1082771306468315,2.274180402914248,0.0027003461095134,0.3634275606769254
94,S32,S32_1,S32_2,S,10,predict_pair_full,0.00608173571527,3.229665955528617,3.235747691243887,0.054171122610569,228,0,21,22,0.0514723124545149,0.0,1.535771357584767,0.977551261557063,1.108256616849983,2.274174846745227,0.0027001293984549,0.3634786475678425
95,S33,S33_1,S33_2,S,10,manual_external,0.006065372377634,5.585331000387669,5.591396372765303,3.787130117416382e-05,418,0,24,24,0.4045197432244692,0.0,0.7025688510383581,0.6016408765202408,0.6972899516816363,1.3202506489079575,0.0016618138422909,0.1436556351307173
95,S33,S33_1,S33_2,S,10,predict_pair_full,0.006065372377634,4.026391439139843,4.032456811517477,0.0518363434821367,224,0,24,24,0.4045203896673562,0.0,0.7025688510383581,0.601660281272941,0.6973241290992483,1.3203352069091454,0.0016618674408543,0.1436280154139143
96,S34,S34_1,S34_2,S,10,manual_external,0.0062435567378997,5.628794390708208,5.635037947446108,3.217719495296478e-05,404,0,20,21,0.0501365417650402,0.0,1.5143724941724717,1.0667339791170307,1.1801110963700048,1.856097794035673,0.0029464641810771,0.2955934004207844
96,S34,S34_1,S34_2,S,10,predict_pair_full,0.0062435567378997,2.8376712184399366,2.8439147751778364,0.0570827834308147,210,0,20,21,0.0501072070753604,0.0,1.5143724941724717,1.0667649582685033,1.180130701457154,1.8561094425436515,0.0029465497497025,0.2955729436628918
97,S35,S35_1,S35_2,S,10,manual_external,0.00631745159626,6.222765503451228,6.229082955047488,4.1993334889411926e-05,431,0,24,24,0.0557699904155702,0.0,1.1702811932607258,1.0138184131969656,1.1250694708715576,1.7718373488659438,0.0028003041986849,0.1336967396943961
97,S35,S35_1,S35_2,S,10,predict_pair_full,0.00631745159626,3.482262995094061,3.488580446690321,0.034885736182332,236,0,24,24,0.0558348542684539,0.0,1.1702811932607258,1.0137582879189293,1.125007432842252,1.7717873770972306,0.0028001381244982,0.1337481164732271
98,S36,S36_1,S36_2,S,10,manual_external,0.0061558149755001,5.624763963744044,5.630919778719544,4.061311483383179e-05,428,0,24,24,0.5485662463828221,0.0,1.1417567053419286,1.159133268106621,1.1280993363666425,1.683038619232749,0.0032016835710043,-0.0152191466731725
98,S36,S36_1,S36_2,S,10,predict_pair_full,0.0061558149755001,3.193503664806485,3.1996594797819853,0.0516682937741279,240,0,24,24,0.5485761643250137,0.0,1.1417567053419286,1.1591223340749777,1.1280888814025505,1.6830075281554775,0.0032016533697234,-0.0152095701744385
99,S37,S37_1,S37_2,S,10,manual_external,0.0067746844142675,5.500200290232897,5.506974974647164,3.5978853702545166e-05,462,0,24,24,0.0545050328440623,0.0,1.3484277112036305,1.119790795990218,1.2480768198348449,2.18144415479578,0.0030930143177928,0.1695581552608092
99,S37,S37_1,S37_2,S,10,predict_pair_full,0.0067746844142675,3.410669432953,3.417444117367268,0.0501095186918973,247,0,24,24,0.0544230910715914,0.0,1.3484277112036305,1.1197834193546443,1.2480758362455533,2.18144218397892,0.0030929939425231,0.1695636258066252
100,S38,S38_1,S38_2,S,10,manual_external,0.0066950023174285,5.096533004194498,5.103228006511927,3.7861987948417664e-05,433,0,24,24,0.3835669326351291,0.0,0.9454889472107144,1.1674812597409656,1.2417817246134284,2.0475678436233,0.00322474185809,-0.2347910181117565
100,S38,S38_1,S38_2,S,10,predict_pair_full,0.0066950023174285,3.087122080847621,3.0938170831650496,0.0337759871035814,240,0,24,24,0.3835421093151896,0.0,0.9454889472107144,1.1675158257354457,1.2418194397965063,2.047602879145184,0.003224837334063,-0.2348275769679779
101,S39,S39_1,S39_2,S,10,manual_external,0.0061269756406545,5.059517417103052,5.065644392743707,3.593415021896362e-05,436,0,24,24,0.4509237875160693,0.0,1.73656354667117,1.1515863244183775,1.3155859985626193,2.887645336041563,0.0031808378871793,0.3368590935671788
101,S39,S39_1,S39_2,S,10,predict_pair_full,0.0061269756406545,2.981832167133689,2.9879591427743435,0.0319821760058403,240,0,24,24,0.4509793713428826,0.0,1.73656354667117,1.151697033586147,1.3156338320023262,2.887726813282624,0.0031811436809421,0.336795341700464
