pair_index,pair,fixed,moving,group,landmarks,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
24,P11,P11_1,P11_2,P,10,manual_external,0.0022022873163223,1.5120866317301989,1.5142889190465212,2.666376531124115e-05,413,0,20,20,0.0510113440062327,0.0,41.20172832760336,40.84789371466758,40.652711198560056,42.02259512751994,0.2256548643970999,0.0085878585025211
24,P11,P11_1,P11_2,P,10,predict_pair_full,0.0022022873163223,1.0506022404879332,1.0528045278042557,0.0417327992618083,261,0,20,20,0.0510353177800655,0.0,41.20172832760336,40.84788795461,40.65270686508866,42.02260200969825,0.2256548325769767,0.0085879983038793
25,P12,P12_1,P12_2,P,10,manual_external,0.0021864809095859,1.366983575746417,1.369170056656003,2.7390196919441223e-05,406,0,20,20,0.0536335235645465,0.0,41.972350734075846,42.26892114670082,42.32726414144621,43.786292085909366,0.2335050060646219,-0.0070658518628834
25,P12,P12_1,P12_2,P,10,predict_pair_full,0.0021864809095859,1.0204552169889212,1.0226416978985071,0.0300004966557025,276,0,20,20,0.0536383289485107,0.0,41.972350734075846,42.26892573947681,42.327267272051046,43.78629943878644,0.2335050314363645,-0.0070659612867283
26,P13,P13_1,P13_2,P,10,manual_external,0.0024024918675422,1.7140732035040855,1.7164756953716278,2.769194543361664e-05,374,0,19,19,0.0556945491885075,0.0,47.30455479833968,46.45284056931145,46.37618236528736,48.41894552520174,0.2566181138432631,0.0180049095200259
26,P13,P13_1,P13_2,P,10,predict_pair_full,0.0024024918675422,0.9830167144536972,0.9854192063212396,0.0380162242799997,243,0,19,19,0.0556817170696197,0.0,47.30455479833968,46.45277331603761,46.37614021963863,48.4189078367073,0.2566177423179038,0.0180063312282341
27,P14,P14_1,P14_2,P,10,manual_external,0.0022219140082597,1.3050549160689116,1.307276830077171,2.8759241104125977e-05,405,0,21,21,0.0514430452722319,0.0,50.361061303645165,50.39314332477178,50.34739616628396,51.2716668686106,0.2783854169550916,-0.0006370402111302
27,P14,P14_1,P14_2,P,10,predict_pair_full,0.0022219140082597,0.9909960217773914,0.9932179357856512,0.0299222543835639,287,0,21,21,0.051437473716301,0.0,50.361061303645165,50.39311294463236,50.34736444672365,51.27161782468918,0.2783852491269463,-0.0006364369645217
28,P15,P15_1,P15_2,P,10,manual_external,0.0021884087473154,1.2635818552225828,1.2657702639698982,2.666376531124115e-05,384,0,18,19,0.0541954302492382,0.0,79.26857657014091,78.47827089766,78.32026204282322,79.5825364496951,0.4335352931838301,0.0099699743161477
28,P15,P15_1,P15_2,P,10,predict_pair_full,0.0021884087473154,1.0819165017455816,1.084104910492897,0.02942930534482,261,0,18,19,0.0541655717868617,0.0,79.26857657014091,78.47822665328064,78.32021590472165,79.58248440518013,0.4335350487658562,0.0099705324740113
29,P16,P16_1,P16_2,P,10,manual_external,0.0022261682897806,1.1536269951611755,1.1558531634509563,2.78819352388382e-05,400,0,21,21,0.051315776411325,0.0,44.030595436933496,44.42718482396977,44.05983803000144,45.6128980758551,0.245427841078571,-0.0090071320430655
29,P16,P16_1,P16_2,P,10,predict_pair_full,0.0022261682897806,0.9787257462739944,0.9809519145637752,0.029501361772418,267,0,21,21,0.0513307412723865,0.0,44.030595436933496,44.42718691772818,44.0598473980523,45.61290920374973,0.2454278526450614,-0.0090071795954185
30,P17,P17_1,P17_2,P,10,manual_external,0.0022553727030754,0.8235731869935989,0.8258285596966743,2.2349879145622253e-05,347,0,18,18,0.050808026198338,0.0,29.2397127655899,27.56661572051904,27.70216787551773,28.791690795703065,0.1522854758620523,0.0572200232774088
30,P17,P17_1,P17_2,P,10,predict_pair_full,0.0022553727030754,0.5267640389502048,0.5290194116532803,0.0300133358687162,198,0,18,18,0.0507925496943225,0.0,29.2397127655899,27.566594564789696,27.702104741223746,28.79159501012982,0.1522853589920548,0.0572207468046715
31,P18,P18_1,P18_2,P,10,manual_external,0.0022590477019548,1.5894980486482382,1.591757096350193,3.188289701938629e-05,496,0,24,24,0.0714975065882284,0.0,29.341126536711293,27.984965117227468,27.85995488805712,29.52019509153315,0.1545965516067228,0.04622049592363
31,P18,P18_1,P18_2,P,10,predict_pair_full,0.0022590477019548,1.1289048455655577,1.1311638932675123,0.0298558101058006,328,0,24,24,0.0715000346606142,0.0,29.341126536711293,27.98497530058913,27.85997409144261,29.52020504107091,0.1545966078623798,0.0462201488557812
32,P19,P19_1,P19_2,P,10,manual_external,0.0021956712007522,1.3784115631133318,1.380607234314084,2.937763929367065e-05,425,0,21,22,0.0507181659031813,0.0,20.427758853912216,20.68606977286882,19.50974891469962,21.732883119239865,0.1142754704101063,-0.0126450934144506
32,P19,P19_1,P19_2,P,10,predict_pair_full,0.0021956712007522,0.926825076341629,0.9290207475423812,0.0299305357038974,264,0,21,22,0.0507930940245155,0.0,20.427758853912216,20.68607849233891,19.509765921462456,21.73299427895357,0.1142755185788284,-0.0126455202586361
33,P20,P20_1,P20_2,P,10,manual_external,0.0021815318614244,1.0245691165328026,1.026750648394227,2.146884799003601e-05,346,0,15,17,0.0521008140719454,0.0,26.3198400831946,26.19124151196869,25.985022672445503,27.663818227946614,0.1446875350063098,0.0048859936390347
33,P20,P20_1,P20_2,P,10,predict_pair_full,0.0021815318614244,0.7473972905427217,0.7495788224041462,0.0297723598778247,221,0,15,17,0.052099271864711,0.0,26.3198400831946,26.191248114431204,25.98502563172956,27.66381811402186,0.1446875714801068,0.0048857427840717
34,P21,P21_1,P21_2,P,10,manual_external,0.0021726917475461,1.568082381039858,1.570255072787404,3.157183527946472e-05,436,0,22,23,0.0508407813382711,0.0,37.80504454626839,37.18165548627776,36.90497999022597,38.5714139383788,0.2054015682038203,0.0164895734808265
34,P21,P21_1,P21_2,P,10,predict_pair_full,0.0021726917475461,1.1798794399946928,1.182052131742239,0.0301162786781787,269,0,22,23,0.0508280629137761,0.0,37.80504454626839,37.18163024117872,36.90495227118511,38.571393853796536,0.2054014287430334,0.0164902412514732
35,P22,P22_1,P22_2,P,10,manual_external,0.0022200383245944,1.0817140750586989,1.0839341133832932,4.5476481318473816e-05,388,0,19,20,0.0517939786785271,0.0,54.22069790347099,54.28916647704132,54.25313860295519,55.57804915377855,0.2999081075068852,-0.0012627755860172
35,P22,P22_1,P22_2,P,10,predict_pair_full,0.0022200383245944,0.7893231473863125,0.791543185710907,0.0299181398004293,252,0,19,20,0.0517846205908046,0.0,54.22069790347099,54.289163810127214,54.2531456166902,55.57806268453108,0.299908092774127,-0.0012627263997433
36,P23,P23_1,P23_2,P,10,manual_external,0.0022223182022571,0.9030686654150486,0.9052909836173058,2.2349879145622253e-05,360,0,18,18,0.0504373020774928,0.0,44.22215585825703,45.81983113089643,45.858209662684665,50.34603551377681,0.2531211976990573,-0.0361283895285273
36,P23,P23_1,P23_2,P,10,predict_pair_full,0.0022223182022571,0.6105566136538982,0.6127789318561554,0.0295424088835716,235,0,18,18,0.0504514997965479,0.0,44.22215585825703,45.81985414611357,45.85825712398695,50.34615333891971,0.2531213248413707,-0.036128909973917
37,P24,P24_1,P24_2,P,10,manual_external,0.0021809972822666,1.4825146961957216,1.4846956934779882,3.028102219104767e-05,421,0,20,21,0.0505880975910734,0.0,28.98520191810918,29.6197209171292,29.221761152890984,31.27547473743206,0.1636273868543365,-0.0218911360635569
37,P24,P24_1,P24_2,P,10,predict_pair_full,0.0021809972822666,1.1898928489536047,1.192073846235871,0.0299711339175701,260,0,20,21,0.050584024450251,0.0,28.98520191810918,29.61978061913691,29.22179921622497,31.275534925886543,0.1636277166644498,-0.0218931958045198
38,P25,P25_1,P25_2,P,10,manual_external,0.0022384617477655,1.5554495453834534,1.557688007131219,2.507120370864868e-05,356,0,17,18,0.053988197484409,0.0,32.81677104381293,32.968759015061224,32.86873926350554,35.13321713048193,0.182128383334804,-0.004631411513472
38,P25,P25_1,P25_2,P,10,predict_pair_full,0.0022384617477655,0.952992981299758,0.9552314430475236,0.0307096894830465,238,0,17,18,0.0539770807963637,0.0,32.81677104381293,32.96872861228224,32.86871479747588,35.133171070807315,0.1821282153815916,-0.0046304850731788
39,P26,P26_1,P26_2,P,10,manual_external,0.0022932570427656,2.3574196714907885,2.359712928533554,3.115646541118622e-05,430,0,21,21,0.050058875952531,0.0,37.79031979237545,38.07644304592846,38.11151386228149,38.95694019695381,0.2103446178221825,-0.0075713371869832
39,P26,P26_1,P26_2,P,10,predict_pair_full,0.0022932570427656,1.5495562478899956,1.5518495049327612,0.0311145838350057,288,0,21,21,0.0500587875901328,0.0,37.79031979237545,38.07643974943515,38.11151157781522,38.95693816947176,0.2103445996114578,-0.0075712499558264
40,P27,P27_1,P27_2,P,10,manual_external,0.0021814927458763,1.521442398428917,1.5236238911747932,2.8964132070541385e-05,430,0,21,21,0.050058875952531,0.0,37.667525162763205,37.82866004889478,37.77592313947736,38.78109093474065,0.2089757972169854,-0.0042778198311224
40,P27,P27_1,P27_2,P,10,predict_pair_full,0.0021814927458763,1.8014202639460564,1.803601756691933,0.0338688790798187,288,0,21,21,0.0500587875901328,0.0,37.667525162763205,37.82865720039845,37.77592064169868,38.781089181006514,0.2089757814811176,-0.0042777442090495
41,P28,P28_1,P28_2,P,10,manual_external,0.0022953394800424,0.7588447723537683,0.7611401118338108,1.774914562702179e-05,253,0,13,13,0.0552831695166183,0.0,32.22063761663528,33.31580782067746,33.213248368268715,34.674357607599,0.1840455752399128,-0.0339897123412518
41,P28,P28_1,P28_2,P,10,predict_pair_full,0.0022953394800424,0.5702979676425457,0.5725933071225882,0.0463678836822509,152,0,13,13,0.055299239146817,0.0,32.22063761663528,33.315903466371374,33.21332639076097,34.67447780373046,0.1840461036127156,-0.0339926808018715
42,P29,P29_1,P29_2,P,10,manual_external,0.0022790767252445,2.1764168702065945,2.178695946931839,2.9304996132850647e-05,365,0,18,18,0.0673462801683206,0.0,35.58353137449602,35.153255205163575,34.98099123660122,36.090824281438834,0.1941961338777536,0.0120920030337918
42,P29,P29_1,P29_2,P,10,predict_pair_full,0.0022790767252445,1.6549590844660995,1.6572381611913445,0.038254851475358,236,0,18,18,0.0672877280705466,0.0,35.58353137449602,35.15322651733228,34.980950496887985,36.09078677990996,0.1941959753983782,0.0120928092447042
43,P30,P30_1,P30_2,P,10,manual_external,0.0022605750709772,2.047432752326131,2.049693327397108,2.814270555973053e-05,398,0,20,20,0.0524543738122255,0.0,52.35111266073646,52.05352280816968,52.10596520279529,53.18782483148648,0.2875578043930109,0.0056844990954887
43,P30,P30_1,P30_2,P,10,predict_pair_full,0.0022605750709772,1.4269147831946611,1.4291753582656384,0.0502203553915023,269,0,20,20,0.0524513067749599,0.0,52.35111266073646,52.05352143760752,52.10595946272439,53.18781888333231,0.2875577968216531,0.0056845252756803
44,P31,P31_1,P31_2,P,10,manual_external,0.0022323913872241,1.4260872676968577,1.4283196590840816,2.1535903215408325e-05,358,0,15,16,0.0509636907452354,0.0,52.27145632671055,51.71998295200668,51.8837030870284,52.81229534337802,0.2857152395954418,0.0105501819436214
44,P31,P31_1,P31_2,P,10,predict_pair_full,0.0022323913872241,0.9971866607666016,0.9994190521538258,0.0421766880899667,219,0,15,16,0.0509666006499318,0.0,52.27145632671055,51.71996692408944,51.88368808748218,52.81227726732342,0.2857151510528717,0.0105504885721021
45,P32,P32_1,P32_2,P,10,manual_external,0.0022256802767515,0.9271535351872444,0.929379215463996,2.078898251056671e-05,305,0,15,16,0.0534659812044852,0.0,18.27188014985416,16.719850653386462,17.207005900251097,22.053926664974096,0.0923649982612179,0.0849408754731242
45,P32,P32_1,P32_2,P,10,predict_pair_full,0.0022256802767515,0.6085205916315317,0.6107462719082832,0.0382841080427169,181,0,15,16,0.0533994853069451,0.0,18.27188014985416,16.71966761234156,17.206900379201482,22.0538239999642,0.0923639870927485,0.084950893109153
46,P33,P33_1,P33_2,P,10,manual_external,0.002278147265315,1.333559999242425,1.33583814650774,2.9286369681358337e-05,393,0,21,21,0.0506990488150548,0.0,24.59835304255668,23.57467075771737,23.75191599439941,25.66649073547873,0.1302328871642356,0.0416158871721709
46,P33,P33_1,P33_2,P,10,predict_pair_full,0.002278147265315,0.9378047119826078,0.9400828592479228,0.0302306991070508,252,0,21,21,0.0507153211776816,0.0,24.59835304255668,23.57455101574414,23.75182445357102,25.666383872742745,0.1302322256770382,0.0416207550579608
47,P34,P34_1,P34_2,P,10,manual_external,0.0022350251674652,0.9912650994956492,0.9935001246631144,1.7367303371429443e-05,312,0,13,14,0.0547662054103458,0.0,42.83905874656924,42.84260134597324,42.86150354614851,44.19044793056241,0.2366741713703873,-8.269554716311411e-05
47,P34,P34_1,P34_2,P,10,predict_pair_full,0.0022350251674652,0.6691818032413721,0.6714168284088373,0.0379588399082422,192,0,13,14,0.0547652340410311,0.0,42.83905874656924,42.84259680287241,42.86150068730203,44.19044643740039,0.2366741462730638,-8.258949672779181e-05
48,P35,P35_1,P35_2,P,10,manual_external,0.0069871339946985,1.6005511917173862,1.6075383257120848,3.100186586380005e-05,415,0,23,23,0.0542332014361707,0.0,41.105290408106434,41.0432548970211,41.03694583703626,42.08094438733416,0.226734092653528,0.0015091855688263
48,P35,P35_1,P35_2,P,10,predict_pair_full,0.0069871339946985,1.3001988753676414,1.30718600936234,0.0376020949333906,275,0,23,23,0.0543135363846285,0.0,41.105290408106434,41.04321142021863,41.0368794785452,42.08089996296996,0.2267338524758573,0.0015102432624236
49,P36,P36_1,P36_2,P,10,manual_external,0.0022858157753944,1.225549090653658,1.2278349064290524,2.7939677238464355e-05,417,0,21,21,0.0502639554158075,0.0,36.4289889187549,36.25605630454636,36.2100553154851,36.92683039326232,0.2002883068127032,0.0047471153974437
49,P36,P36_1,P36_2,P,10,predict_pair_full,0.0022858157753944,0.884543988853693,0.8868298046290874,0.0299304518848657,273,0,21,21,0.0502696432746533,0.0,36.4289889187549,36.25607640197029,36.21004643983367,36.92680797087999,0.200288417836334,0.0047465637097762
50,P37,P37_1,P37_2,P,10,manual_external,0.0022437144070863,1.427246132865548,1.4294898472726345,3.351084887981415e-05,447,0,24,24,0.0536185614838664,0.0,17.264489739389255,15.888145295885558,16.165601694830514,19.013233175334204,0.0877704318687329,0.0797211191457608
50,P37,P37_1,P37_2,P,10,predict_pair_full,0.0022437144070863,0.8875322211533785,0.8897759355604649,0.029643440619111,240,0,24,24,0.0536217104656139,0.0,17.264489739389255,15.887985920987006,16.16545494059023,19.013132655347825,0.0877695514384867,0.0797303505161028
