pair_index,pair,fixed,moving,group,landmarks,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,rho_initial,alpha_initial,rho_final,alpha_final,h_minus,h_plus,g_minus,g_plus,prepared_size,reuse_policy,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
68,S06,S06_1,S06_2,S,10,manual_external,0.0088529605418443,6.633594950661063,6.642447911202908,3.836676478385925e-05,465,0,23,23,0.3399851039587892,0.0,0.1,1.0,0.1,1.0,0.0,0.5,0.05,1.65,256,fixed,2.8797080183136954,2.8051010637085025,2.539713584906167,3.3788769224053783,0.0077480702502417,0.0259078191718393
68,S06,S06_1,S06_2,S,10,predict_pair_full,0.0108026470988988,7.383141541853547,7.393944188952446,0.0909684598445892,302,0,23,23,0.3399852651467863,0.0,0.140152977645347,1.6882550553315323,0.140152977645347,1.6882550553315323,0.0,0.5,0.05,1.65,256,pair_full,2.8797080183136954,2.805093249780421,2.5397071203304664,3.3788407067254624,0.0077480486671107,0.0259105326164077
68,S06,S06_1,S06_2,S,10,fixed_1_18,0.0093964878469705,22.496413256973028,22.50580974482,4.100613296031952e-05,1698,0,23,23,0.3399932441930475,0.0,1.0,1.8,1.0,1.8,0.0,0.5,0.05,1.65,256,fixed,2.8797080183136954,2.805033114242545,2.539660468881576,3.3785766170348923,0.0077478825645848,0.0259314151286257
68,S06,S06_1,S06_2,S,10,residual_balance,0.0071809664368629,14.550433730706573,14.557614697143435,3.838539123535156e-05,1576,0,23,23,0.340023635338041,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.05,1.65,256,fixed,2.8797080183136954,2.804974051576968,2.539634655796209,3.3782915823298314,0.007747719425478,0.0259519250779682
68,S06,S06_1,S06_2,S,10,adaptive_bb_proxy,0.0074545834213495,10.274003650993109,10.281458234414458,4.524923861026764e-05,736,0,23,23,0.3399826299505477,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.05,1.65,256,fixed,2.8797080183136954,2.805136374002388,2.539741385422831,3.3789675811121667,0.0077481677820708,0.0258955574100009
69,S07,S07_1,S07_2,S,10,manual_external,0.0085390303283929,3.37494994327426,3.3834889736026525,3.254041075706482e-05,350,0,19,19,0.0512979595097025,0.0,0.1,1.0,0.1,1.0,0.0,0.4530178308486938,0.05,1.65,256,fixed,1.3019993257242168,0.9296082057021408,0.9758774208118336,1.7891101136302117,0.0025677041644478,0.2860148332378385
69,S07,S07_1,S07_2,S,10,predict_pair_full,0.0081236138939857,2.463484100997448,2.4716077148914337,0.0365944467484951,239,0,19,19,0.0512898795393712,0.0,0.1349237060398744,1.6739328823453117,0.1349237060398744,1.6739328823453117,0.0,0.4530178308486938,0.05,1.65,256,pair_full,1.3019993257242168,0.9295753441275209,0.9758598470515614,1.7890855727493156,0.002567613396314,0.2860400725555331
69,S07,S07_1,S07_2,S,10,fixed_1_18,0.0081782154738903,24.77747804298997,24.78565625846386,3.557465970516205e-05,1249,0,19,19,0.0513051094949661,0.0,1.0,1.8,1.0,1.8,0.0,0.4530178308486938,0.05,1.65,256,fixed,1.3019993257242168,0.9299567388958654,0.9760456568874164,1.7892386506727882,0.002568666860482,0.2857471424742274
69,S07,S07_1,S07_2,S,10,residual_balance,0.0079495348036289,22.015842020511627,22.023791555315256,3.0156224966049194e-05,1250,0,19,19,0.0513010732077802,0.0,1.0,1.0,1.0,1.0,0.0,0.4530178308486938,0.05,1.65,256,fixed,1.3019993257242168,0.93027260873908,0.9761988958415064,1.7893729462889956,0.0025695393359043,0.2855045387823716
69,S07,S07_1,S07_2,S,10,adaptive_bb_proxy,0.0081767626106739,7.023191064596176,7.03136782720685,3.2141804695129395e-05,516,0,19,19,0.0512851591135417,0.0,1.0,1.0,1.0,1.0,0.0,0.4530178308486938,0.05,1.65,256,fixed,1.3019993257242168,0.9295281751287228,0.9758375866229476,1.7890750684221406,0.0025674831091307,0.2860763006839706
