repetition,pair_index,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,min_jacobian,min_interior_jacobian,nonpositive_fraction
0,6,predict_pair_full,0.3968596141785383,0.5573384035378695,0.9541980177164078,0.023926345631480217,141,-0.06345055372621661,-0.06345055372621661,6.103515625e-05
0,7,predict_pair_full,0.3858211934566498,0.6740214098244905,1.0598426032811403,0.022909676656126976,154,0.04779629716389036,0.04779629716389036,0.0
0,7,manual_external,0.3858211934566498,0.8433733731508255,1.2291945666074753,1.2774020433425903e-05,213,0.04779855220868909,0.04779855220868909,0.0
0,8,manual_external,0.3885801751166582,0.6942993588745594,1.0828795339912176,1.196935772895813e-05,191,-0.08854289423567457,-0.08854289423567457,0.0001220703125
0,8,predict_pair_full,0.3885801751166582,0.5659429896622896,0.9545231647789478,0.021889226511120796,142,-0.08853715046565769,-0.08853715046565769,0.0001220703125
0,9,predict_pair_full,0.40199301950633526,0.5682661551982164,0.9702591747045517,0.022025028243660927,140,-0.027381516518579785,-0.027381516518579785,1.52587890625e-05
0,9,manual_external,0.40199301950633526,0.7448813077062368,1.146874327212572,1.0985881090164185e-05,227,-0.02738110374187308,-0.02738110374187308,1.52587890625e-05
1,0,predict_pair_full,0.4066108949482441,0.5066581983119249,0.913269093260169,0.02159125730395317,56,0.9387034881113141,0.9387034881113141,0.0
1,0,manual_external,0.4066108949482441,0.6205502599477768,1.027161154896021,5.150213837623596e-06,80,0.9387034865478068,0.9387034865478068,0.0
1,1,manual_external,0.4010843615978956,0.6351660639047623,1.036250425502658,8.21426510810852e-06,145,0.4597006210463353,0.4597006210463353,0.0
1,1,predict_pair_full,0.4010843615978956,0.5152429882436991,0.9163273498415947,0.02200799435377121,98,0.45969825418881016,0.45969825418881016,0.0
1,2,predict_pair_full,0.45903996378183365,0.6998718194663525,1.1589117832481861,0.022503729909658432,154,0.018580950324847023,0.018580950324847023,0.0
1,2,manual_external,0.45903996378183365,0.8788909744471312,1.3379309382289648,1.2958422303199768e-05,226,0.018581515944801064,0.018581515944801064,0.0
1,3,manual_external,0.4095878079533577,0.7110500261187553,1.120637834072113,1.1160969734191895e-05,195,0.006532826103784972,0.006532826103784972,0.0
1,3,predict_pair_full,0.4095878079533577,0.5629153102636337,0.9725031182169914,0.02168421447277069,140,0.006534099947626271,0.006534099947626271,0.0
1,4,predict_pair_full,0.3853466250002384,0.5536567978560925,0.9390034228563309,0.02211110293865204,140,-0.02528221000914005,-0.02528221000914005,3.0517578125e-05
1,4,manual_external,0.3853466250002384,0.7050682529807091,1.0904148779809475,1.1302530765533447e-05,201,-0.02527935180053109,-0.02527935180053109,3.0517578125e-05
1,5,manual_external,0.40455141849815845,0.7061947863548994,1.1107462048530579,1.169554889202118e-05,201,0.024214832934690733,0.024214832934690733,0.0
1,5,predict_pair_full,0.40455141849815845,0.5794387552887201,0.9839901737868786,0.02250972017645836,140,0.024253237303877073,0.024253237303877073,0.0
1,6,predict_pair_full,0.3961248379200697,0.5584612600505352,0.9545860979706049,0.021699955686926842,141,-0.06345055372621661,-0.06345055372621661,6.103515625e-05
1,6,manual_external,0.3961248379200697,0.6995795872062445,1.0957044251263142,1.1680647730827332e-05,195,-0.06345059905328232,-0.06345059905328232,6.103515625e-05
1,7,manual_external,0.3944409918040037,0.8393035121262074,1.233744503930211,1.3239681720733643e-05,213,0.04779855220868909,0.04779855220868909,0.0
