pair_index,fixed,moving,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,fixed_1_1,0.4189796354621649,3.2046664003282785,3.6236460357904434,4.775822162628174e-06,523,0,1,4,0.9387033900199202,0.0,30.725935459292167,2.3505783391532917,2.9045280543264913,6.648831083345884,0.006492616731740253,0.9234985589855352
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,fixed_1_18,0.4189796354621649,1.9519915878772736,2.3709712233394384,4.602596163749695e-06,310,0,1,4,0.938703436138357,0.0,30.725935459292167,2.3505745601385724,2.9045262706824584,6.648834023367567,0.0064926062935881665,0.923498681976574
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,manual_external,0.4189796354621649,0.6201603151857853,1.0391399506479502,5.323439836502075e-06,80,0,1,4,0.9387034865478068,0.0,30.725935459292167,2.3505733002075275,2.904525359604257,6.64883510333145,0.006492602813487442,0.9234987229820316
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,residual_balance,0.4189796354621649,1.9585611429065466,2.3775407783687115,4.492700099945068e-06,308,0,1,4,0.938703393512112,0.0,30.725935459292167,2.350578477920187,2.9045280535678892,6.6488309517641895,0.006492617115033271,0.9234985544692562
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,adaptive_bb_proxy,0.4189796354621649,0.864275835454464,1.2832554709166288,4.295259714126587e-06,116,0,1,4,0.9387036730600593,0.0,30.725935459292167,2.3505712290377705,2.9045243998409367,6.6488364790538235,0.006492597092635175,0.9234987903898981
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,predict_per_level,0.4189796354621649,0.47926664538681507,0.89824628084898,0.05939774587750435,46,0,1,4,0.9387034880560412,0.0,30.725935459292167,2.3505714779093068,2.9045245473628514,6.648836390347814,0.0064925977800521706,0.9234987822901761
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,predict_pair_full,0.4189796354621649,0.4989419113844633,0.9179215468466282,0.022520899772644043,56,0,1,4,0.9387034881113141,0.0,30.725935459292167,2.3505717814176323,2.9045247630884967,6.6488361305678,0.006492598618383401,0.9234987724122563
1,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-He-les3,fixed_1_1,0.3976176753640175,3.308056339621544,3.7056740149855614,8.268281817436218e-06,933,0,4,7,0.4597160260642033,0.0,26.546367999946977,2.615643708320029,3.150997707703949,6.893017251045891,0.007224763294222735,0.9014688672919303
1,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-He-les3,fixed_1_18,0.3976176753640175,2.111879840493202,2.5094975158572197,8.273869752883911e-06,551,0,4,7,0.45970627379876117,0.0,26.546367999946977,2.615504761432844,3.1509355393895078,6.892966945977332,0.00722437950404245,0.901474101412364
1,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-He-les3,manual_external,0.3976176753640175,0.6449435632675886,1.042561238631606,7.692724466323853e-06,145,0,4,7,0.4597006210463353,0.0,26.546367999946977,2.6154311744767993,3.1508943437251196,6.892945192531508,0.0072241762468720355,0.901476873428334
1,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-He-les3,residual_balance,0.3976176753640175,2.0228713881224394,2.420489063486457,7.830560207366943e-06,541,0,4,7,0.45971553202257437,0.0,26.546367999946977,2.615637680587845,3.1509928840433856,6.8930162378802,0.007224746644807492,0.9014690943562197
1,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-He-les3,adaptive_bb_proxy,0.3976176753640175,0.9027486331760883,1.3003663085401058,6.966292858123779e-06,208,0,4,7,0.4596970878636921,0.0,26.546367999946977,2.6153741474446086,3.150870549098587,6.892921741157446,0.007224018730461203,0.9014790216330222
1,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-He-les3,predict_per_level,0.3976176753640175,0.5204355493187904,0.9180532246828079,0.06066913157701492,87,0,4,7,0.4596979775083258,0.0,26.546367999946977,2.615390836399981,3.15087862650183,6.892929899455985,0.00722406482762337,0.9014783929611311
1,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-He-les3,predict_pair_full,0.3976176753640175,0.5088563822209835,0.906474057585001,0.022250156849622726,98,0,4,7,0.45969825418881016,0.0,26.546367999946977,2.6153944911060956,3.1508805005294107,6.8929304559518,0.007224074922418201,0.9014782552885834
2,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Ki67-7-les3,fixed_1_1,0.42079034075140953,4.656169423833489,5.076959764584899,1.214444637298584e-05,1379,0,8,11,0.018585137657831152,0.0,17.73861420564515,6.897627101342239,7.956643938517402,19.90012040270365,0.0190521831931844,0.6111518621817067
2,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Ki67-7-les3,fixed_1_18,0.42079034075140953,2.8527121990919113,3.273502539843321,1.3893470168113708e-05,817,0,8,11,0.01858253691872455,0.0,17.73861420564515,6.897207259175961,7.956464540210919,19.900005291975724,0.0190510235320797,0.6111755304435795
2,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Ki67-7-les3,manual_external,0.42079034075140953,0.9304753746837378,1.3512657154351473,1.26715749502182e-05,226,0,8,11,0.018581515944801064,0.0,17.73861420564515,6.896793909803954,7.956302654964716,19.899879187381107,0.019049881804954913,0.6111988326794371
