pair_index,pair,fixed,moving,group,landmarks,method,initialization_seconds,solver_seconds,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
0,P01,P01_1,P01_2,P,10,predict_pair_full,0.0719289369881153,12.952920848503709,13.024849785491824,0.0562065877020359,224,0,24,24,0.1499929097909239,0.0,22.85724879621874,21.25166628219068,20.978890758218373,23.11145335283329,0.1173999792160197,0.0702439094198686
0,P01,P01_1,P01_2,P,10,manual_external,0.014776691794395447,23.249144131317735,23.26392082311213,3.774277865886688e-05,472,0,24,24,0.14993786740139137,0.0,22.85724879621874,21.25183473821663,20.97909425829537,23.111775864802247,0.11740090981288137,0.07023653950289166
