pair_index,fixed,moving,method,total_seconds,tuning_seconds,inner_iterations,failed_subproblems,accepted_steps,subproblems,min_jacobian,nonpositive_jacobian_fraction,initial_tre,median_tre,mean_tre,p95_tre,median_rtre,landmark_improvement
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,fixed_1_1,3.2731350492686033,6.720423698425293e-06,930,0,6,8,-0.0014288417562317302,1.52587890625e-05,30.725935459292167,30.522192976949615,30.94777059910367,35.77709059462907,0.08430644386986519,0.006630961085382858
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,fixed_1_18,2.009811917319894,6.990507245063782e-06,549,0,6,8,-0.0014393678135027066,1.52587890625e-05,30.725935459292167,30.5223002707506,30.947800833812188,35.777281707805955,0.08430674022992087,0.006627469123319574
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,manual_external,0.6596483774483204,7.074326276779175e-06,163,0,6,8,-0.0014480237038339006,1.52587890625e-05,30.725935459292167,30.522405770939017,30.947830821923493,35.77745242994458,0.08430703163577495,0.006624035535803263
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,residual_balance,2.030886471271515,7.012858986854553e-06,559,0,6,8,-0.00142943282100777,1.52587890625e-05,30.725935459292167,30.522202172894694,30.947773312490256,35.77710226407265,0.08430646927031489,0.0066306617960384395
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,adaptive_bb_proxy,0.9558395184576511,6.629154086112976e-06,243,0,6,8,-0.0014503571044820196,1.52587890625e-05,30.725935459292167,30.522425358546172,30.94783720013832,35.77749706769983,0.08430708573940718,0.006623398041554096
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,predict_per_level,0.5550033319741488,0.061161426827311516,114,0,6,8,-0.0014505805103181835,1.52587890625e-05,30.725935459292167,30.52242348314006,30.947837071631614,35.77748812463835,0.08430708055928068,0.006623459078137217
0,29-041-Izd2-w35-CD31-3-les3,29-041-Izd2-w35-Cc10-5-les3,predict_pair_full,0.5442853327840567,0.022069528698921204,118,0,6,8,-0.0014505870294480583,1.52587890625e-05,30.725935459292167,30.522423255301547,30.94783706286521,35.77748744794998,0.08430707992995976,0.006623466493322794
